m_index,genre
3484,Comedy
3484,Romance
3485,Drama
3486,Drama
3487,Action
3488,Thriller
3489,Crime
3489,Drama
3490,Documentary
3491,Comedy
3491,Western
3492,Comedy
3493,Documentary
3494,Drama
3495,Thriller
3496,Drama
3496,War
3497,Drama
3498,Drama
3499,Drama
3500,Horror
3501,Drama
3502,Drama
3503,Comedy
3503,Drama
3504,Mystery
3505,Documentary
3506,Comedy
3507,Drama
3507,Thriller
3508,Drama
3508,Horror
3509,Adventure
3509,Drama
3510,Horror
3511,Drama
3512,Comedy
3512,Drama
3513,Adventure
3513,Western
3514,Drama
3515,Comedy
3516,Drama
3517,Documentary
3518,Sci-Fi
3519,Drama
3520,Romance
3521,Comedy
3522,Comedy
3523,Drama
3524,Drama
3525,Drama
3526,Western
3527,Documentary
3528,Documentary
3529,Comedy
3530,Adventure
3531,Drama
3532,Thriller
3533,Comedy
3534,Drama
3535,Drama
3535,Thriller
3536,Comedy
3536,Thriller
3537,Comedy
3538,Documentary
3539,Comedy
3539,Drama
3540,Comedy
3540,Drama
3541,Action
3542,Drama
3543,Horror
3544,Romance
3545,Comedy
3545,Romance
3546,Comedy
3547,Comedy
3547,Romance
3548,Comedy
3549,Action
3549,Mystery
3549,Thriller
3550,Drama
3551,Comedy
3552,Romance
3553,Horror
3554,Documentary
3555,Drama
3556,Romance
3557,Drama
3558,Horror
3559,Drama
3560,Horror
3560,Sci-Fi
3560,Thriller
3561,Drama
3562,Drama
3563,Drama
3563,War
3564,Drama
3565,Comedy
3566,Drama
3567,Drama
3567,Romance
3568,Drama
3569,Drama
3570,Drama
3571,Comedy
3571,Drama
3572,Comedy
3572,Romance
3573,Drama
3574,Drama
3575,Romance
3575,Thriller
3576,Documentary
3577,Drama
3578,Horror
3579,Comedy
3580,Drama
3581,Crime
3581,Drama
3582,Comedy
3583,Drama
3584,Comedy
3584,Drama
3585,Documentary
3586,Adventure
3586,Children's
3587,Drama
3588,Comedy
3588,Musical
3589,Comedy
3590,Drama
3591,Documentary
3592,Crime
3593,Documentary
3594,Comedy
3595,Horror
3596,Drama
3597,Action
3597,Drama
3598,Drama
3599,Comedy
3600,Horror
3601,Drama
3602,Drama
3603,Romance
3603,War
3604,Romance
3605,Adventure
3606,Comedy
3607,Drama
3608,Drama
3608,Romance
3609,Comedy
3610,Documentary
3611,Drama
3612,Action
3612,Drama
3612,Thriller
3613,Drama
3614,Adventure
3615,Romance
3616,Documentary
3617,Drama
3618,Drama
3619,Western
3620,Drama
3621,Comedy
3621,Drama
3622,Drama
3623,Sci-Fi
3624,Documentary
3625,Documentary
3626,Thriller
3627,Drama
3628,Comedy
3629,Comedy
3630,Documentary
3631,Horror
3632,Adventure
3633,Drama
3634,Comedy
3635,Drama
3636,Comedy
3637,Horror
3638,Drama
3639,Comedy
3639,Musical
3640,Comedy
3640,Musical
3641,Drama
3642,Comedy
3642,Musical
3643,Romance
3644,Horror
3644,Thriller
3645,Drama
3646,Action
3647,Comedy
3648,Western
3649,Drama
3650,Comedy
3651,Crime
3651,Drama
3652,Drama
3653,Drama
3654,Thriller
3655,Comedy
3656,Drama
3657,Drama
3658,Drama
3659,Drama
3660,Drama
3661,Thriller
3662,Drama
3663,Crime
3663,Drama
3664,Drama
3665,Comedy
3665,Drama
3666,Drama
3667,Drama
3668,Adventure
3669,Drama
3670,Drama
3671,Comedy
3672,Comedy
3673,Comedy
3673,Drama
3674,Comedy
3675,Thriller
3676,Drama
3677,Musical
3678,Action
3678,Drama
3679,Drama
3680,Documentary
3681,Drama
3682,Crime
3682,Drama
3683,Drama
3684,Documentary
3685,Drama
3686,Action
3686,Crime
3687,Action
3687,Drama
3687,Thriller
3688,Action
3689,Drama
3689,War
3690,Documentary
3691,Comedy
3692,Action
3692,Drama
3692,Thriller
3693,Crime
3694,Drama
3694,Thriller
3695,Comedy
3695,Crime
3696,Drama
3697,Drama
3698,Children's
3698,Comedy
3699,Action
3699,Sci-Fi
3699,Thriller
3700,Comedy
3701,Documentary
3702,Drama
3703,Drama
3704,Comedy
3704,Drama
3704,Western
3705,Documentary
